Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Revenue,Operating Profit,Sales Method
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,39,271,1057,444,Outlet
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,54,270,1458,598,Online
Walmart,Northeast,New York,New York,Men's Apparel,54,270,1458,656,Online
Walmart,Northeast,New York,New York,Men's Athletic Footwear,50,270,1350,594,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,44,270,1188,653,Online
Sports Direct,Southeast,Florida,Miami,Men's Street Footwear,56,270,1512,907,Online
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,86,270,2322,1231,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,270,1566,767,Online
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,35,270,945,350,Outlet
Walmart,Northeast,New York,New York,Women's Athletic Footwear,41,270,1107,410,Outlet
Sports Direct,Northeast,New York,New York,Men's Street Footwear,20,270,540,211,Outlet
Sports Direct,Northeast,New York,New York,Men's Athletic Footwear,26,270,702,260,Outlet
Walmart,South,Texas,Houston,Women's Apparel,39,270,1053,569,Outlet
Walmart,South,Texas,Houston,Men's Street Footwear,34,270,918,349,Outlet
West Gear,West,California,San Francisco,Men's Street Footwear,44,270,1188,523,Outlet
Walmart,Northeast,New York,New York,Women's Street Footwear,47,268,1260,592,Online
Walmart,South,Texas,Houston,Men's Street Footwear,29,268,777,373,Online
Walmart,South,Texas,Houston,Men's Street Footwear,37,268,992,486,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,56,268,1501,420,Online
Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,41,268,1099,659,Online
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,51,268,1367,820,Online
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,53,267,1415,594,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Street Footwear,33,265,875,507,Online
Walmart,South,Texas,Houston,Women's Street Footwear,27,264,713,285,Outlet
Walmart,South,Texas,Houston,Men's Street Footwear,33,264,871,366,Outlet
West Gear,South,Texas,Houston,Men's Street Footwear,30,264,792,309,Outlet
West Gear,West,California,San Francisco,Women's Street Footwear,46,264,1214,,Outlet
West Gear,West,California,San Francisco,Women's Apparel,56,264,1478,281,Outlet
West Gear,West,California,San Francisco,Women's Apparel,51,264,1346,202,Outlet
Kohl's,West,California,Los Angeles,Men's Street Footwear,24,264,634,279,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,48,264,1267,279,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,41,264,1082,336,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,39,264,1030,278,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,43,264,1135,341,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,42,264,1109,333,Outlet
Sports Direct,South,Texas,Dallas,Women's Apparel,34,264,898,467,Outlet
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,34,264,898,377,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,30,264,792,,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,37,264,977,479,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,37,264,977,537,Outlet
West Gear,West,Idaho,Boise,Men's Street Footwear,35,264,924,425,Outlet
Foot Locker,West,Idaho,Boise,Women's Apparel,51,264,1346,794,Outlet
Foot Locker,Southeast,Georgia,Atlanta,Women's Street Footwear,24,264,634,203,Outlet
Walmart,Northeast,New York,New York,Women's Apparel,66,263,1736,642,Online
West Gear,West,California,San Francisco,Men's Street Footwear,52,263,1368,602,Online
Sports Direct,South,Texas,Dallas,Women's Apparel,53,263,1394,878,Online
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,36,263,947,568,Online
West Gear,Northeast,New York,Albany,Men's Street Footwear,59,263,1552,869,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,1447,926,Online
Sports Direct,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,894,447,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,710,383,Online
Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,1683,1060,Online
Sports Direct,South,Texas,Houston,Men's Athletic Footwear,30,263,789,308,Outlet
Walmart,South,Texas,Houston,Women's Athletic Footwear,26,263,684,328,Outlet
West Gear,West,California,San Francisco,Men's Athletic Footwear,49,263,1289,309,Outlet
West Gear,West,California,San Francisco,Men's Apparel,59,263,1552,,Outlet
West Gear,West,California,San Francisco,Men's Street Footwear,39,263,1026,359,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Apparel,36,263,947,625,Outlet
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,1946,545,Outlet
West Gear,West,Idaho,Boise,Men's Athletic Footwear,35,263,921,377,Outlet
Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,31,263,815,359,Outlet
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,46,261,1201,528,Online
Foot Locker,Northeast,New York,New York,Women's Street Footwear,46,261,1201,564,Online
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,47,261,1227,552,Online
Walmart,Northeast,New York,New York,Men's Apparel,60,261,1566,673,Online
Walmart,South,Texas,Houston,Women's Apparel,53,261,1383,858,Online
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,83,261,2166,953,Online
West Gear,Northeast,New York,Albany,Men's Street Footwear,50,261,1305,783,Online
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,47,260,1222,513,Online
Foot Locker,Northeast,New York,New York,Women's Apparel,46,260,1196,443,Online
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,48,259,1243,535,Online
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,50,259,1295,518,Online
Walmart,South,Texas,Houston,Men's Athletic Footwear,38,259,984,453,Online
Walmart,South,Texas,Houston,Men's Athletic Footwear,41,259,1062,478,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,66,259,1709,513,Online
West Gear,Southeast,Florida,Miami,Women's Apparel,63,259,1632,1061,Online
Walmart,Northeast,New York,New York,Women's Street Footwear,52,258,1342,644,Online
Foot Locker,Northeast,New York,New York,Women's Street Footwear,45,257,1157,532,Online
Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,42,256,1075,,Online
Foot Locker,Southeast,Georgia,Atlanta,Men's Street Footwear,39,256,998,579,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,50,256,1280,384,Outlet
West Gear,West,California,San Francisco,Women's Apparel,56,256,1434,215,Outlet
West Gear,West,California,San Francisco,Women's Street Footwear,44,256,1126,372,Outlet
West Gear,West,California,San Francisco,Women's Apparel,50,256,1280,218,Outlet
Kohl's,West,California,Los Angeles,Men's Street Footwear,36,256,922,433,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,30,256,768,284,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,34,256,870,366,Outlet
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,43,256,1101,506,Outlet
Sports Direct,South,Texas,Dallas,Women's Apparel,54,256,1382,829,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,28,256,717,337,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,31,256,794,421,Outlet
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,1408,436,Outlet
Sports Direct,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,666,366,Outlet
West Gear,West,Oregon,Portland,Men's Street Footwear,69,256,1766,654,Outlet
West Gear,West,Oregon,Portland,Men's Athletic Footwear,62,256,1587,667,Outlet
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,47,256,1203,566,Outlet
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,57,256,1459,642,Outlet
Foot Locker,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30,256,768,307,Outlet
Walmart,South,Mississippi,Jackson,Men's Street Footwear,41,256,1050,472,Outlet
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,48,256,1229,578,Outlet
Sports Direct,South,Texas,Houston,Men's Athletic Footwear,33,255,842,379,Online
Walmart,South,Texas,Houston,Men's Street Footwear,44,255,1122,539,Online
Walmart,South,Texas,Houston,Women's Street Footwear,47,255,1199,587,Online
Sports Direct,South,Texas,Dallas,Women's Apparel,54,255,1377,923,Online
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,46,255,1173,,Online
West Gear,Southeast,Florida,Orlando,Men's Street Footwear,41,255,1046,575,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,47,255,1199,767,Online
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,79,255,2015,1007,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,1403,856,Online
West Gear,West,Oregon,Portland,Men's Street Footwear,79,255,2015,967,Online
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,86,255,2193,1118,Online
Sports Direct,South,Texas,Houston,Men's Street Footwear,20,255,510,209,Outlet
Walmart,South,Texas,Houston,Men's Athletic Footwear,32,255,816,302,Outlet
Walmart,South,Texas,Houston,Women's Street Footwear,39,255,995,368,Outlet
West Gear,West,California,San Francisco,Women's Athletic Footwear,52,255,1326,451,Outlet
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,68,255,1734,624,Outlet
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,73,255,1862,875,Outlet
Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,37,255,944,406,Outlet
Walmart,Northeast,New York,New York,Men's Apparel,64,254,1626,683,Online
Sports Direct,South,Texas,Houston,Men's Street Footwear,29,254,737,331,Online
Sports Direct,South,Texas,Dallas,Women's Street Footwear,44,254,1118,615,Online
Sports Direct,Southeast,Florida,Miami,Men's Athletic Footwear,51,254,1295,609,Online
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,41,254,1041,656,Online
West Gear,West,California,San Francisco,Women's Street Footwear,46,254,1168,456,Outlet
West Gear,West,California,San Francisco,Women's Apparel,60,254,1524,335,Outlet
Sports Direct,South,Texas,Dallas,Women's Street Footwear,47,254,1194,537,Outlet
Foot Locker,Northeast,New York,New York,Women's Street Footwear,39,252,983,491,Online
Foot Locker,Northeast,New York,New York,Men's Apparel,55,252,1386,624,Online
Walmart,Northeast,New York,New York,Women's Athletic Footwear,47,252,1184,545,Online
Walmart,Northeast,New York,New York,Men's Apparel,58,252,1462,585,Online
Walmart,Northeast,New York,New York,Women's Athletic Footwear,50,252,1260,617,Online
West Gear,West,California,San Francisco,Men's Street Footwear,56,252,1411,706,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,47,252,1184,616,Online
West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,55,252,1386,,Online
West Gear,Northeast,New York,Albany,Men's Street Footwear,44,252,1109,654,Online
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,63,252,1588,826,Online
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,35,250,8750,2625,In-store
Foot Locker,Southeast,Florida,Miami,Women's Street Footwear,25,250,6250,1875,In-store
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,35,250,8750,3938,In-store
Amazon,South,Alabama,Birmingham,Women's Street Footwear,30,250,7500,3000,Outlet
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,250,6250,2500,In-store
Foot Locker,Midwest,Missouri,St. Louis,Women's Street Footwear,25,250,6250,2188,In-store
West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,25,250,6250,2500,In-store
West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,20,250,5000,2000,In-store
Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,30,250,7500,3000,Online
Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,35,250,8750,3500,Online
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,20,250,5000,2000,Online
Walmart,South,Arkansas,Little Rock,Men's Apparel,35,250,8750,3063,Online
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,3063,Online
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,250,5000,1750,Online
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,250,3750,1500,Online
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,25,250,6250,2188,Online
Kohl's,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,8750,3063,Online
Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,250,6250,2188,Online
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,10,250,2500,875,Online
Kohl's,Midwest,Kansas,Wichita,Women's Apparel,25,250,6250,2188,Online
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,35,250,8750,3063,Online
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,15,250,3750,1313,Online
Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,250,8750,2625,In-store
Foot Locker,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,250,7500,2625,In-store
Foot Locker,Midwest,North Dakota,Fargo,Women's Street Footwear,20,250,5000,1500,In-store
Foot Locker,Midwest,North Dakota,Fargo,Women's Apparel,30,250,7500,3000,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,15,250,3750,5500,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,20,250,2000,180,In-store
Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,250,1750,163,In-store
West Gear,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,250,1500,225,In-store
West Gear,Midwest,Iowa,Des Moines,Women's Street Footwear,20,250,1500,350,In-store
West Gear,Midwest,Iowa,Des Moines,Women's Apparel,30,250,7500,3000,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,15,250,3750,1500,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,250,7500,2625,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,250,6250,2188,In-store
West Gear,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35,250,8750,3500,In-store
West Gear,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30,250,7500,3000,In-store
West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,20,250,5000,2000,In-store
West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,25,250,6250,2500,In-store
Kohl's,Northeast,New Jersey,Newark,Women's Apparel,35,250,8750,3500,In-store
Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,30,250,7500,2250,In-store
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,30,250,7500,2250,In-store
Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,30,250,7500,1875,In-store
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,250,8750,2188,In-store
Foot Locker,Northeast,New York,New York,Women's Street Footwear,36,250,900,414,Online
Walmart,South,Texas,Houston,Women's Apparel,47,250,1175,752,Online
West Gear,Northeast,New York,Albany,Men's Street Footwear,62,250,1550,868,Online
Foot Locker,West,Idaho,Boise,Women's Street Footwear,46,250,1150,610,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,65,250,1625,1040,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,53,250,1325,689,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,63,248,1562,578,Online
West Gear,West,California,San Francisco,Women's Street Footwear,62,248,1538,707,Online
West Gear,Southeast,Florida,Miami,Women's Apparel,64,248,1587,1016,Online
Sports Direct,Southeast,Florida,Miami,Women's Street Footwear,52,248,1290,477,Online
West Gear,Northeast,New York,Albany,Men's Street Footwear,42,248,1042,583,Online
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,58,248,1438,734,Online
Foot Locker,Southeast,Georgia,Atlanta,Women's Street Footwear,29,248,719,280,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,51,248,1265,455,Online
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,32,248,794,302,Outlet
Walmart,South,Texas,Houston,Men's Athletic Footwear,29,248,719,280,Outlet
West Gear,South,Texas,Houston,Men's Athletic Footwear,33,248,818,188,Outlet
West Gear,West,California,San Francisco,Women's Street Footwear,51,248,1265,493,Outlet
West Gear,West,California,San Francisco,Women's Street Footwear,39,248,967,329,Outlet
Kohl's,West,California,Los Angeles,Men's Street Footwear,31,248,769,354,Outlet
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,22,248,546,229,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,34,248,843,363,Outlet
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,39,248,967,406,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,39,248,967,464,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,40,248,992,526,Outlet
Walmart,Southeast,Florida,Orlando,Women's Apparel,74,248,1835,863,Outlet
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,49,248,1215,486,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,28,248,694,299,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,27,248,670,315,Outlet
West Gear,South,Louisiana,New Orleans,Women's Apparel,80,248,1984,813,Outlet
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,67,248,1662,764,Outlet
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,52,248,1290,567,Outlet
West Gear,West,Idaho,Boise,Women's Apparel,39,248,967,532,Outlet
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,41,248,1017,397,Outlet
Foot Locker,Southeast,Georgia,Atlanta,Women's Street Footwear,21,248,521,156,Outlet
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,41,247,1013,466,Online
Foot Locker,Northeast,New York,New York,Women's Street Footwear,39,247,963,472,Online
Foot Locker,Northeast,New York,New York,Women's Street Footwear,46,247,1136,511,Online
Walmart,South,Texas,Houston,Women's Apparel,51,247,1260,781,Online
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,50,247,1235,457,Online
Foot Locker,Southeast,Florida,Miami,Women's Apparel,41,247,1013,628,Online
West Gear,Northeast,New York,Albany,Men's Street Footwear,59,247,1457,802,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,46,247,1136,716,Online
West Gear,West,California,San Francisco,Women's Street Footwear,40,247,988,405,Outlet
West Gear,West,California,San Francisco,Women's Athletic Footwear,46,247,1136,409,Outlet
West Gear,West,California,San Francisco,Women's Athletic Footwear,39,247,963,260,Outlet
West Gear,West,California,San Francisco,Women's Street Footwear,40,247,988,336,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,12,247,296,133,Outlet
West Gear,West,Idaho,Boise,Men's Athletic Footwear,22,247,543,223,Outlet
Foot Locker,Southeast,Georgia,Atlanta,Men's Apparel,35,247,865,337,Outlet
Foot Locker,Southeast,Georgia,Atlanta,Men's Athletic Footwear,27,247,667,253,Outlet
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,38,246,935,561,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,45,246,1107,720,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,41,246,1009,555,Online
Kohl's,South,Oklahoma,Oklahoma City,Women's Street Footwear,25,245,6125,2450,Online
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,245,8575,2573,In-store
Foot Locker,Northeast,New York,New York,Men's Apparel,59,245,1446,650,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,59,245,1446,491,Online
Sports Direct,South,Alabama,Birmingham,Women's Apparel,50,245,1225,882,Online
West Gear,Northeast,New York,Albany,Men's Street Footwear,59,245,1446,838,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,42,245,1029,556,Online
Walmart,South,Texas,Houston,Women's Athletic Footwear,31,245,760,387,Outlet
West Gear,West,California,San Francisco,Women's Apparel,41,245,1005,201,Outlet
West Gear,West,California,San Francisco,Women's Apparel,62,245,1519,289,Outlet
West Gear,West,California,San Francisco,Men's Apparel,43,245,1054,548,Outlet
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,47,245,1152,576,Outlet
West Gear,Southeast,Florida,Miami,Women's Apparel,67,244,1635,1063,Online
Sports Direct,Southeast,Florida,Miami,Men's Street Footwear,56,244,1366,793,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,66,244,1610,1047,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Street Footwear,50,244,1220,732,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,64,244,1562,796,Online
Foot Locker,Northeast,New York,New York,Men's Apparel,58,243,1409,606,Online
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,46,243,1118,514,Online
Walmart,South,Texas,Houston,Men's Athletic Footwear,43,243,1045,512,Online
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,50,243,1215,462,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,54,243,1312,643,Online
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,47,241,1133,532,Online
West Gear,West,California,San Francisco,Men's Street Footwear,51,241,1229,516,Online
West Gear,West,Idaho,Boise,Women's Street Footwear,46,241,1109,610,Online
Walmart,South,Texas,Houston,Men's Street Footwear,44,240,1056,528,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,43,240,1032,516,Online
Foot Locker,Southeast,Florida,Miami,Women's Street Footwear,32,240,768,292,Online
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,51,240,1224,673,Online
Sports Direct,South,Alabama,Birmingham,Women's Apparel,56,240,1344,1075,Online
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,83,240,1992,896,Online
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,69,240,1656,861,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,64,240,1536,691,Online
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,31,240,744,298,Outlet
Walmart,South,Texas,Houston,Women's Street Footwear,23,240,552,204,Outlet
West Gear,West,California,San Francisco,Men's Apparel,44,240,1056,591,Outlet
Kohl's,West,California,Los Angeles,Men's Street Footwear,28,240,672,309,Outlet
Kohl's,West,California,Los Angeles,Men's Street Footwear,32,240,768,361,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,33,240,792,364,Outlet
Sports Direct,South,Texas,Dallas,Women's Apparel,43,240,1032,619,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,20,240,480,211,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,32,240,768,361,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,46,240,1104,618,Outlet
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,53,240,1272,534,Outlet
West Gear,West,Oregon,Portland,Men's Street Footwear,43,240,1032,392,Outlet
West Gear,West,Idaho,Boise,Women's Apparel,33,240,792,436,Outlet
Foot Locker,West,Idaho,Boise,Men's Street Footwear,40,240,960,432,Outlet
Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,41,240,984,453,Outlet
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,41,239,980,480,Online
West Gear,West,Washington,Seattle,Men's Street Footwear,73,239,1745,698,Online
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,77,239,1840,939,Online
Foot Locker,Southeast,Georgia,Atlanta,Women's Apparel,37,239,884,531,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,36,239,860,215,Outlet
Sports Direct,South,Texas,Dallas,Women's Street Footwear,46,239,1099,484,Outlet
Sports Direct,West,Idaho,Boise,Women's Apparel,44,239,1052,641,Outlet
Foot Locker,Northeast,New York,New York,Women's Apparel,45,238,1071,375,Online
Foot Locker,Northeast,New York,New York,Women's Apparel,49,238,1166,431,Online
Walmart,South,Texas,Houston,Men's Street Footwear,39,238,928,436,Online
Walmart,South,Texas,Houston,Men's Athletic Footwear,42,238,1000,450,Online
Walmart,South,Texas,Houston,Men's Street Footwear,37,238,881,396,Online
Walmart,South,Texas,Houston,Men's Athletic Footwear,42,238,1000,460,Online
Walmart,South,Texas,Houston,Men's Street Footwear,41,238,976,468,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,41,238,976,498,Online
West Gear,Northeast,New York,Albany,Men's Street Footwear,50,238,1190,702,Online
Kohl's,Northeast,New York,Albany,Men's Street Footwear,37,238,881,537,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,46,238,1095,602,Online
Sports Direct,Northeast,New York,New York,Women's Street Footwear,27,238,643,251,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,49,238,1166,280,Outlet
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,44,238,1047,482,Outlet
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,60,238,1428,471,Outlet
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,72,238,1714,583,Outlet
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,44,238,1047,440,Outlet
Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,27,238,643,270,Outlet
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,55,238,1309,602,Outlet
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,43,238,1023,430,Outlet
Walmart,Northeast,New York,New York,Men's Apparel,64,236,1510,634,Online
Sports Direct,South,Texas,Houston,Men's Athletic Footwear,39,236,920,414,Online
West Gear,West,California,San Francisco,Men's Street Footwear,51,236,1204,542,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,58,236,1369,342,Online
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,49,236,1156,752,Online
Sports Direct,South,Texas,Houston,Women's Street Footwear,27,236,637,261,Outlet
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,31,236,732,293,Outlet
Sports Direct,South,Texas,Dallas,Women's Apparel,33,236,779,459,Outlet
Sports Direct,South,Texas,Dallas,Women's Apparel,51,236,1204,734,Outlet
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,28,236,661,291,Outlet
Foot Locker,Northeast,New York,New York,Men's Apparel,55,234,1287,515,Online
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,47,234,1100,451,Online
Sports Direct,Northeast,New York,New York,Men's Street Footwear,24,234,562,264,Online
Sports Direct,South,Texas,Houston,Men's Street Footwear,27,234,632,303,Online
Walmart,South,Texas,Houston,Women's Street Footwear,46,234,1076,527,Online
Walmart,South,Texas,Houston,Men's Street Footwear,43,234,1006,493,Online
West Gear,Southeast,Florida,Orlando,Men's Street Footwear,44,234,1030,566,Online
West Gear,West,California,San Francisco,Women's Apparel,49,233,1142,285,Online
West Gear,West,California,San Francisco,Men's Apparel,64,233,1491,954,Online
West Gear,West,California,San Francisco,Women's Apparel,72,233,1678,487,Online
West Gear,West,California,San Francisco,Women's Street Footwear,52,233,1212,485,Online
Sports Direct,South,Texas,Dallas,Women's Apparel,56,233,1305,913,Online
Sports Direct,South,Texas,Dallas,Women's Apparel,65,233,1515,1000,Online
West Gear,Southeast,Florida,Miami,Men's Apparel,62,233,1445,708,Online
West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,53,233,1235,531,Online
Foot Locker,Southeast,Florida,Miami,Women's Athletic Footwear,44,233,1025,410,Online
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,41,233,955,545,Online
